Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Vehicle_or_Property_Age,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
PLCY103905,38,Male,Property,,24.2,0,0,283.53,262.57,Low
PLCY103906,44,Male,Health,26356.27,5.9,0,0,581.64,471.21,Medium
PLCY103907,27,Male,Health,4921.28,,1,0,328.34,579.02,Low
PLCY103908,36,Male,Health,17801.09,9.8,0,0,247.79,489.22,Low
PLCY103909,44,Female,Auto,19256.89,2.3,1,0,623.48,1225.5,Medium
PLCY103910,44,Male,Property,21155.95,16.3,0,0,300.47,359.28,Low
PLCY103911,35,Male,Auto,19528.89,2.6,1,0,334.26,304.07,Low
PLCY103912,36,Male,Property,22315.74,16.9,0,1,1059.71,3666.53,High
PLCY103913,25,Female,Life,29056.74,3.6,0,0,501.62,387.03,Medium
PLCY103914,66,Female,Auto,23870.56,26.5,0,0,878.94,931.08,High
PLCY103915,58,Female,Health,,17.2,1,0,,1030.51,Medium
PLCY103916,30,Female,Auto,19078.12,7.7,2,0,612.01,502.57,Medium
PLCY103917,38,Female,Health,14274.32,2.3,3,0,363.11,298.63,Low
PLCY103918,41,Female,Life,24174.93,13.2,0,0,317.93,222.4,Low
PLCY103919,40,Male,Life,40183.14,6.7,0,1,544.23,1432.5,Medium
PLCY103920,18,Female,Auto,7706.93,2.2,10,0,641.5,497.68,Medium
PLCY103921,41,Male,Auto,13955.63,2.5,2,0,634.79,624.23,Medium
PLCY103922,62,Male,Property,19133.88,9.8,0,0,1073.46,1573.69,High
PLCY103923,35,Female,Auto,,,0,0,371.71,524.26,Low
PLCY103924,32,Male,Health,,2.0,0,0,340.5,220.43,Low
PLCY103925,22,Male,Health,,11.4,0,0,264.62,236.69,Low
PLCY103926,21,Male,Auto,7595.41,10.6,0,0,315.33,349.09,Low
PLCY103927,45,Female,Auto,7701.05,10.2,3,0,956.05,591.35,High
PLCY103928,66,Female,Health,21495.96,18.0,0,0,315.54,405.01,Low
PLCY103929,41,Female,Auto,,21.6,0,1,919.72,3438.65,High
PLCY103930,24,Female,Auto,50155.1,3.0,1,0,320.83,435.0,Low
PLCY103931,51,Female,Auto,29411.51,1.6,0,0,,338.09,Medium
PLCY103932,27,Male,Health,14232.66,11.7,0,0,279.99,233.89,Low
PLCY103933,52,Male,Health,17168.81,1.0,0,0,273.93,428.5,Low
PLCY103934,40,Male,Health,17945.15,3.8,1,0,284.75,295.69,Low
PLCY103935,22,Male,Health,18723.75,0.2,0,0,274.75,491.04,Low
PLCY103936,52,Female,Property,22955.77,2.6,0,0,206.32,180.13,Low
PLCY103937,41,Female,Auto,26316.94,0.7,2,0,584.88,844.69,Medium
PLCY103938,30,Male,Auto,,11.0,1,0,340.6,394.82,Low
PLCY103939,32,Male,Auto,24438.68,25.7,0,0,308.25,400.04,Low
PLCY103940,19,Female,Health,44878.76,,6,0,320.82,436.22,Low
PLCY103941,45,Female,Health,14488.42,8.1,0,1,207.85,965.6,Low
PLCY103942,41,Female,Property,36400.81,5.8,0,0,345.05,635.98,Low
PLCY103943,40,Male,Auto,23803.95,20.0,0,0,592.18,971.24,Medium
PLCY103944,43,Male,Auto,22248.06,10.9,1,0,283.04,371.54,Low
PLCY103945,18,Male,Health,11436.56,10.8,0,0,245.19,222.05,Low
PLCY103946,39,Female,Auto,17638.66,8.3,2,0,326.0,292.47,Low
PLCY103947,43,Female,Health,24067.92,2.1,2,0,417.71,574.02,Low
PLCY103948,47,Female,Health,13798.3,,0,0,644.75,1208.07,Medium
PLCY103949,46,Male,Life,38577.96,13.5,1,0,,128.19,Low
PLCY103950,44,Female,Life,35343.4,27.5,0,0,561.09,429.31,Medium
PLCY103951,19,Male,Health,,6.7,1,0,294.18,444.45,Low
PLCY103952,18,Male,Auto,21794.73,1.0,0,0,555.58,423.48,Medium
PLCY103953,18,Male,Health,18371.94,3.3,2,1,246.3,1194.02,Low
PLCY103954,28,Male,Auto,12630.6,1.2,3,0,332.43,489.13,Low
PLCY103955,26,Male,Property,10873.02,3.2,1,0,285.85,426.71,Low
PLCY103956,29,Male,Property,24948.4,13.9,1,0,298.95,151.18,Low
PLCY103957,59,Female,Health,32766.36,2.8,1,0,674.89,522.65,Medium
PLCY103958,33,Male,Property,12168.82,3.3,1,0,226.38,449.31,Low
PLCY103959,19,Male,Auto,44123.23,12.0,2,0,339.87,481.34,Low
PLCY103960,23,Male,Property,,11.8,0,0,578.22,671.49,Medium
PLCY103961,18,Male,Health,16865.03,1.3,2,0,281.99,248.75,Low
PLCY103962,26,Female,Health,22764.83,8.4,0,0,264.39,350.85,Low
PLCY103963,51,Male,Health,31964.92,4.0,0,0,966.03,865.32,High
PLCY103964,30,Male,Health,23545.83,0.5,0,0,268.16,403.59,Low
PLCY103965,45,Female,Health,,4.0,0,0,970.89,1658.84,High
PLCY103966,22,Male,Auto,26369.42,3.0,1,0,318.48,266.38,Low
PLCY103967,27,Female,Health,,23.7,1,0,629.56,538.89,Medium
PLCY103968,50,Female,Health,10863.07,17.6,0,0,335.97,400.64,Low
PLCY103969,37,Other,Health,21742.07,5.4,1,0,,1175.03,Medium
PLCY103970,24,Female,Auto,,,1,0,480.08,507.45,Medium
PLCY103971,49,Female,Life,11288.59,1.1,0,0,999.41,1705.06,High
PLCY103972,37,Female,Auto,17342.08,4.0,0,0,299.05,243.72,Low
PLCY103973,31,Female,Health,15936.33,5.3,0,0,599.52,308.18,Medium
PLCY103974,49,Male,Property,14200.91,3.5,0,0,338.67,632.39,Low
PLCY103975,46,Female,Auto,33930.48,6.4,0,0,705.56,560.16,Medium
PLCY103976,34,Female,Health,,1.9,0,0,308.38,258.24,Low
PLCY103977,46,Male,Health,18558.4,4.6,0,0,317.37,279.3,Low
PLCY103978,41,Male,Auto,25120.16,6.5,0,0,369.58,671.25,Low
PLCY103979,40,Female,Auto,19028.3,1.2,1,0,616.55,1014.92,Medium
PLCY103980,48,Female,Auto,19789.93,20.5,6,0,293.13,187.31,Low
PLCY103981,18,Female,Property,46720.66,1.4,0,0,251.23,162.71,Low
PLCY103982,61,Male,Property,22298.31,1.3,0,0,264.76,452.01,Low
PLCY103983,31,Female,Auto,,9.3,2,0,488.74,309.19,Medium
PLCY103984,39,Male,Life,37163.49,9.5,1,0,652.28,1198.02,Medium
PLCY103985,30,Male,Health,25456.59,0.9,0,0,363.19,457.92,Low
PLCY103986,53,Male,Health,21731.66,4.0,0,0,351.08,294.35,Low
PLCY103987,34,Male,Auto,18476.79,3.9,0,0,521.63,647.55,Medium
PLCY103988,36,Female,Health,17519.97,4.1,0,0,953.79,1653.58,High
PLCY103989,25,Male,Auto,31866.91,3.2,0,0,343.02,475.29,Low
PLCY103990,49,Male,Health,40819.18,8.5,9,0,351.44,290.21,Low
PLCY103991,40,Female,Health,8538.49,2.9,0,0,310.39,457.95,Low
PLCY103992,45,Male,Auto,14930.75,,1,0,364.07,278.44,Low
PLCY103993,31,Male,Health,25703.03,0.2,1,0,298.68,557.91,Low
PLCY103994,48,Male,Auto,15700.21,3.1,0,0,364.92,716.54,Low
PLCY103995,50,Male,Health,61722.24,7.4,4,0,286.33,524.5,Low
PLCY103996,54,Female,Auto,24753.92,0.8,2,0,560.64,992.75,Medium
PLCY103997,73,Male,Property,54033.84,4.5,0,0,254.54,322.42,Low
PLCY103998,42,Male,Auto,26073.74,0.6,0,0,628.73,996.82,Medium
PLCY103999,39,Female,Health,30651.67,13.8,9,0,533.17,488.68,Medium
PLCY104000,41,Female,Auto,29919.92,4.5,3,0,566.93,981.62,Medium
PLCY104001,34,Female,Health,11425.13,28.1,1,0,290.61,212.88,Low
PLCY104002,52,Female,Auto,36558.65,5.4,0,0,346.78,386.49,Low
PLCY104003,29,Female,Auto,53954.76,3.4,0,0,325.65,508.16,Low
PLCY104004,23,Female,Property,19396.94,0.5,2,0,597.06,496.21,Medium
PLCY104005,38,Male,Auto,28639.78,15.6,0,0,603.6,421.73,Medium
PLCY104006,40,Male,Health,16949.24,14.7,0,0,,582.96,Low
PLCY104007,42,Male,Health,20879.51,2.7,0,0,331.32,189.06,Low
PLCY104008,31,Male,Auto,32171.96,12.3,0,0,594.0,489.41,Medium
PLCY104009,21,Female,Health,54634.88,13.0,0,0,380.47,621.12,Low
PLCY104010,49,Male,Life,9492.29,26.7,1,0,1027.98,919.82,High
PLCY104011,49,Female,Auto,13620.84,9.5,1,1,345.1,1137.11,Low
PLCY104012,39,Male,Health,12526.11,2.3,0,0,,1044.47,Medium
PLCY104013,39,Male,Health,13915.31,3.5,0,0,340.93,673.28,Low
PLCY104014,41,Female,Auto,61637.7,30.0,0,0,266.6,306.89,Low
PLCY104015,45,Male,Life,34005.63,9.2,0,0,616.97,666.98,Medium
PLCY104016,24,Female,Auto,28656.85,,1,0,309.44,399.96,Low
PLCY104017,65,Female,Health,12166.0,1.6,1,0,685.41,493.57,Medium
PLCY104018,42,Male,Health,30609.79,,1,0,336.95,570.81,Low
PLCY104019,32,Male,Auto,44792.21,0.5,0,0,1013.62,1314.43,High
PLCY104020,39,Male,Health,23558.05,4.1,0,0,581.86,1052.33,Medium
PLCY104021,46,Male,Auto,16846.16,4.4,0,0,420.07,230.37,Low
PLCY104022,40,Male,Auto,16527.38,0.5,1,0,273.86,240.87,Low
PLCY104023,20,Female,Property,8550.52,8.3,0,1,563.73,1830.52,Medium
PLCY104024,29,Other,Health,22333.41,2.7,7,0,655.31,656.28,Medium
PLCY104025,26,Female,Auto,26402.77,,1,1,611.48,2443.38,Medium
PLCY104026,35,Male,Health,20266.13,30.0,0,0,282.37,208.65,Low
PLCY104027,29,Female,Life,27208.04,9.1,3,0,274.39,258.58,Low
PLCY104028,63,Male,Health,17060.22,,1,0,599.17,811.85,Medium
PLCY104029,23,Male,Property,30713.68,11.4,2,0,238.87,200.45,Low
PLCY104030,37,Male,Life,19417.38,10.5,0,0,561.99,882.9,Medium
PLCY104031,41,Male,Health,21857.0,4.5,1,0,326.1,231.3,Low
PLCY104032,41,Female,Auto,32717.36,,0,0,300.33,531.83,Low
PLCY104033,33,Male,Auto,16290.52,12.9,0,0,337.66,483.87,Low
PLCY104034,31,Male,Health,19336.74,0.4,0,0,304.67,384.45,Low
PLCY104035,21,Female,Health,46801.32,4.5,0,0,555.13,1034.47,Medium
PLCY104036,39,Female,Auto,46166.61,4.1,2,0,364.16,188.96,Low
PLCY104037,26,Other,Health,12405.86,7.6,1,0,570.44,734.06,Medium
PLCY104038,34,Male,Auto,24310.14,4.5,0,0,214.63,312.33,Low
PLCY104039,48,Female,Health,27178.17,3.6,9,0,340.21,503.43,Low
PLCY104040,31,Male,Health,22138.54,2.4,0,0,621.18,509.61,Medium
PLCY104041,42,Female,Auto,40933.15,0.9,0,0,327.98,268.57,Low
PLCY104042,31,Male,Property,26957.26,0.1,0,0,260.43,313.21,Low
PLCY104043,34,Male,Auto,17906.17,12.0,1,0,294.21,283.47,Low
PLCY104044,33,Female,Auto,12819.24,0.9,0,0,256.82,466.43,Low
PLCY104045,49,Male,Health,22797.8,0.1,0,0,325.29,189.83,Low
PLCY104046,41,Male,Health,7533.54,5.6,2,0,268.35,515.73,Low
PLCY104047,27,Male,Health,12389.69,,0,0,336.5,655.45,Low
PLCY104048,44,Female,Property,54172.49,2.9,1,0,305.73,529.39,Low
PLCY104049,56,Male,Property,21274.56,1.8,0,0,539.45,1030.95,Medium
PLCY104050,46,Male,Life,38912.99,,9,0,630.94,993.4,Medium
PLCY104051,56,Male,Auto,,13.1,0,0,365.1,269.9,Low
PLCY104052,28,Female,Auto,25409.38,1.4,0,1,272.73,808.97,Low
PLCY104053,46,Male,Health,19764.17,0.0,0,0,623.05,721.84,Medium
PLCY104054,19,Female,Life,7643.31,1.5,0,0,536.54,316.2,Medium
PLCY104055,50,Female,Auto,45973.54,5.3,1,0,649.59,407.41,Medium
PLCY104056,45,Male,Property,44178.16,9.1,2,0,345.46,217.78,Low
PLCY104057,48,Female,Health,6285.81,10.5,0,0,377.15,566.81,Low
PLCY104058,43,Female,Auto,17383.99,0.9,8,0,1047.24,1300.64,High
PLCY104059,40,Female,Auto,37683.31,14.0,1,0,305.71,330.71,Low
PLCY104060,53,Female,Health,20134.87,4.3,0,1,364.21,1392.66,Low
PLCY104061,38,Female,Health,32520.83,3.2,3,0,,406.53,Low
PLCY104062,32,Female,Life,17876.69,1.9,1,0,566.28,346.79,Medium
PLCY104063,45,Female,Auto,42714.53,1.2,2,0,280.23,208.27,Low
PLCY104064,28,Male,Health,10954.14,10.0,1,0,983.49,975.4,High
PLCY104065,46,Female,Health,27001.97,1.0,0,0,651.69,1154.88,Medium
PLCY104066,30,Female,Health,28244.51,3.4,0,0,310.87,617.21,Low
PLCY104067,46,Male,Health,10976.85,2.2,9,0,669.69,385.08,Medium
PLCY104068,32,Female,Auto,21997.78,0.1,1,0,254.25,162.16,Low
PLCY104069,33,Female,Health,15726.01,1.4,1,0,650.35,630.61,Medium
PLCY104070,56,Female,Auto,52079.84,2.5,0,0,315.38,237.75,Low
PLCY104071,28,Male,Life,17998.41,0.1,2,0,231.58,332.4,Low
PLCY104072,42,Female,Health,15783.16,0.9,0,0,295.83,258.18,Low
PLCY104073,21,Female,Auto,11502.81,7.0,4,0,560.96,1032.14,Medium
PLCY104074,37,Male,Health,8703.42,10.2,2,0,365.35,225.02,Low
PLCY104075,34,Male,Health,18813.58,11.7,0,0,274.55,497.23,Low
PLCY104076,48,Male,Auto,27014.5,9.6,2,0,297.35,157.95,Low
PLCY104077,51,Female,Life,24945.62,12.2,0,0,597.9,891.28,Medium
PLCY104078,44,Male,Auto,23333.12,0.3,0,0,277.14,314.83,Low
PLCY104079,31,Female,Life,31136.93,16.3,0,0,1013.77,914.53,High
PLCY104080,18,Female,Property,17078.27,0.3,0,0,,1462.34,High
PLCY104081,47,Male,Health,27360.13,17.2,1,0,282.54,257.7,Low
PLCY104082,18,Female,Property,30500.52,0.2,0,1,312.33,768.62,Low
PLCY104083,34,Female,Life,54567.89,1.4,3,0,287.34,267.96,Low
PLCY104084,31,Male,Life,,11.6,0,0,347.86,357.8,Low
PLCY104085,29,Female,Auto,21064.52,4.6,0,0,332.03,578.41,Low
PLCY104086,28,Female,Life,22107.84,1.2,0,0,319.81,548.98,Low
PLCY104087,42,Male,Health,26109.98,7.3,5,0,643.85,742.85,Medium
PLCY104088,42,Male,Auto,19897.89,10.3,1,0,587.99,955.6,Medium
PLCY104089,45,Female,Auto,,0.3,0,0,587.83,472.27,Medium
PLCY104090,50,Female,Health,54816.86,14.2,2,0,290.17,508.56,Low
PLCY104091,69,Female,Auto,41312.55,12.4,0,0,291.4,423.5,Low
PLCY104092,52,Female,Health,20174.35,1.9,1,0,339.2,481.53,Low
PLCY104093,61,Female,Auto,33947.42,5.0,1,0,229.26,123.5,Low
PLCY104094,32,Male,Auto,23477.36,0.3,1,0,,338.78,Low
PLCY104095,55,Female,Auto,6141.77,,2,0,327.06,377.91,Low
PLCY104096,56,Male,Health,17550.15,9.0,0,0,318.65,411.28,Low
PLCY104097,45,Male,Health,22371.33,16.7,0,0,693.2,727.26,Medium
PLCY104098,40,Male,Property,20781.28,,1,0,181.82,131.81,Low
PLCY104099,38,Male,Life,27542.86,,1,0,308.7,407.85,Low
PLCY104100,34,Female,Auto,16831.82,8.7,0,0,641.3,569.67,Medium
PLCY104101,55,Other,Health,32669.29,4.3,0,0,299.18,220.44,Low
PLCY104102,62,Female,Life,23416.27,4.6,0,0,539.0,635.65,Medium
PLCY104103,58,Male,Property,23897.35,,1,0,325.12,270.01,Low
PLCY104104,30,Female,Life,23401.21,13.4,1,0,579.11,591.05,Medium
PLCY104105,29,Male,Auto,12444.83,22.5,1,0,289.42,311.93,Low
PLCY104106,26,Female,Health,29901.3,1.5,0,0,292.33,287.56,Low
PLCY104107,45,Male,Auto,15527.45,8.4,3,0,314.12,441.59,Low
PLCY104108,18,Female,Property,36681.04,11.7,3,0,270.05,408.28,Low
PLCY104109,38,Male,Health,25786.64,6.4,1,0,322.66,238.82,Low
PLCY104110,49,Male,Auto,15919.98,11.5,1,0,563.98,494.16,Medium
PLCY104111,39,Female,Auto,14263.63,3.2,0,0,614.41,800.55,Medium
PLCY104112,42,Male,Health,16522.22,9.4,0,0,209.49,167.97,Low
PLCY104113,30,Female,Auto,44552.76,4.4,0,0,390.94,304.64,Low
PLCY104114,39,Female,Auto,17239.79,,2,0,592.02,1136.06,Medium
PLCY104115,18,Male,Auto,25194.48,3.6,0,0,367.21,638.06,Low
PLCY104116,18,Male,Health,26861.04,6.6,0,0,334.53,633.84,Low
PLCY104117,18,Male,Auto,17337.61,2.4,1,1,1077.16,4007.67,High
PLCY104118,24,Female,Life,46752.92,2.6,0,1,271.56,418.75,Low
PLCY104119,44,Female,Auto,35264.25,2.9,0,1,320.17,627.6,Low
PLCY104120,29,Male,Property,16578.18,,0,1,650.56,1713.73,Medium
PLCY104121,43,Male,Health,19163.04,,4,0,980.0,740.71,High
PLCY104122,46,Female,Health,7206.44,0.7,2,0,966.62,800.88,High
PLCY104123,23,Male,Health,28026.06,14.2,4,0,318.74,410.4,Low
PLCY104124,52,Male,Life,19075.56,,0,0,298.77,592.55,Low
PLCY104125,38,Female,Auto,8059.14,3.5,0,0,,1173.03,Medium
PLCY104126,36,Female,Health,34874.38,1.1,0,0,635.39,468.96,Medium
PLCY104127,40,Female,Life,52665.45,16.0,1,0,349.93,579.08,Low
PLCY104128,24,Male,Health,20990.57,4.8,0,0,974.52,768.98,High
PLCY104129,37,Male,Auto,26312.25,4.8,2,0,609.23,1103.99,Medium
PLCY104130,36,Male,Auto,11448.92,,0,0,306.23,497.96,Low
PLCY104131,36,Male,Life,20857.45,6.3,8,0,254.77,504.97,Low
PLCY104132,25,Male,Life,15719.75,12.8,1,0,340.75,611.58,Low
PLCY104133,36,Male,Auto,10367.63,,0,0,277.28,209.93,Low
PLCY104134,46,Male,Health,22366.22,3.1,2,0,288.35,563.84,Low
PLCY104135,43,Male,Auto,19898.25,0.8,0,0,191.82,194.75,Low
PLCY104136,60,Female,Auto,22678.79,20.7,0,0,376.84,510.72,Low
PLCY104137,27,Other,Auto,37670.96,2.2,0,1,300.42,734.9,Low
PLCY104138,37,Female,Health,33868.79,,1,0,343.66,263.68,Low
PLCY104139,47,Male,Property,5485.2,0.1,2,0,638.91,1094.81,Medium
PLCY104140,33,Male,Health,28536.3,2.7,2,1,291.69,578.48,Low
PLCY104141,37,Male,Life,55996.8,16.9,1,0,1018.83,1031.8,High
PLCY104142,33,Male,Health,22078.72,0.4,1,0,296.85,211.43,Low
PLCY104143,41,Female,Health,15271.87,3.9,0,0,618.85,1101.56,Medium
PLCY104144,67,Male,Health,7343.95,12.8,0,0,268.09,303.56,Low
PLCY104145,31,Male,Health,,3.6,0,0,,764.19,Medium
PLCY104146,38,Male,Health,32944.16,0.3,0,0,352.49,431.23,Low
PLCY104147,28,Male,Life,8238.53,14.2,0,0,217.56,130.36,Low
PLCY104148,40,Female,Health,26218.06,4.8,0,0,553.76,333.04,Medium
PLCY104149,42,Female,Auto,17140.14,6.5,0,0,579.42,584.9,Medium
PLCY104150,46,Male,Auto,29754.68,0.5,0,0,329.08,286.0,Low
PLCY104151,41,Female,Auto,16733.83,1.9,0,0,633.43,516.28,Medium
PLCY104152,43,Female,Auto,84447.67,1.1,0,0,,500.75,Low
PLCY104153,59,Male,Life,26126.45,9.0,1,0,564.18,1041.23,Medium
PLCY104154,35,Female,Health,25508.13,0.7,4,0,,596.43,Low
PLCY104155,34,Male,Auto,30875.08,0.4,0,0,270.83,325.17,Low
PLCY104156,70,Female,Life,32559.12,1.3,1,0,389.75,282.66,Low
PLCY104157,41,Male,Auto,20004.92,2.1,0,0,1089.96,1306.12,High
PLCY104158,26,Female,Health,19680.25,6.5,0,0,565.35,846.85,Medium
PLCY104159,40,Female,Auto,16683.56,3.4,0,0,314.06,247.91,Low
PLCY104160,46,Male,Life,27833.4,0.4,0,0,232.69,456.85,Low
PLCY104161,38,Female,Health,9817.08,7.1,1,0,299.35,377.63,Low
PLCY104162,39,Female,Health,25806.44,24.6,0,0,980.4,1023.6,High
PLCY104163,54,Male,Property,19524.12,10.2,0,0,606.76,847.9,Medium
PLCY104164,34,Male,Health,33452.98,4.4,0,0,580.26,539.79,Medium
PLCY104165,48,Female,Auto,50858.8,3.0,0,1,288.44,859.86,Low
PLCY104166,38,Female,Health,18135.07,,0,1,319.21,1393.35,Low
PLCY104167,30,Male,Auto,24598.09,7.0,0,0,384.8,220.87,Low
PLCY104168,24,Male,Auto,31080.53,7.1,5,0,234.19,206.46,Low
PLCY104169,29,Female,Auto,14095.33,11.7,2,0,552.55,909.97,Medium
PLCY104170,33,Male,Auto,36476.23,2.2,0,0,946.49,1189.01,High
PLCY104171,37,Male,Health,,0.2,0,0,327.11,478.35,Low
PLCY104172,31,Male,Health,11305.45,0.7,1,0,338.98,195.81,Low
PLCY104173,26,Female,Auto,47607.25,7.1,0,1,532.33,1384.35,Medium
PLCY104174,19,Female,Auto,14561.7,,1,0,618.85,1062.63,Medium
PLCY104175,33,Female,Auto,15325.22,0.0,0,0,321.04,581.4,Low
PLCY104176,24,Male,Auto,22123.17,0.1,5,0,329.65,456.18,Low
PLCY104177,37,Male,Health,18328.49,3.0,0,0,1037.87,1409.21,High
PLCY104178,44,Female,Auto,14682.49,5.5,4,0,581.23,565.94,Medium
PLCY104179,50,Female,Life,32355.82,,3,0,729.48,1085.95,Medium
PLCY104180,38,Female,Health,14533.48,5.3,0,0,551.26,427.62,Medium
PLCY104181,61,Male,Health,39877.84,5.8,0,0,617.11,1084.31,Medium
PLCY104182,36,Male,Life,20517.74,4.6,0,0,273.73,207.5,Low
PLCY104183,33,Female,Life,28240.51,0.7,1,0,203.58,211.09,Low
PLCY104184,51,Male,Auto,24117.64,13.1,0,1,282.67,1235.12,Low
PLCY104185,45,Male,Auto,32108.79,9.0,3,0,623.46,1151.65,Medium
PLCY104186,37,Male,Auto,20055.56,3.7,1,0,573.48,645.83,Medium
PLCY104187,41,Male,Health,23925.88,4.7,0,0,237.99,464.25,Low
PLCY104188,37,Male,Life,18642.3,17.9,0,0,218.75,408.21,Low
PLCY104189,44,Male,Auto,18438.45,12.7,0,0,644.84,778.86,Medium
PLCY104190,51,Female,Health,15993.97,30.0,6,0,914.86,478.06,High
PLCY104191,28,Female,Health,13388.81,5.1,0,0,369.69,267.32,Low
PLCY104192,18,Male,Auto,11616.96,4.6,0,0,314.9,184.1,Low
PLCY104193,47,Male,Auto,23227.57,4.6,0,0,1001.4,862.02,High
PLCY104194,49,Male,Health,28819.13,1.5,1,0,657.33,363.31,Medium
PLCY104195,53,Female,Health,24303.85,6.5,8,0,275.22,328.0,Low
PLCY104196,34,Male,Property,12498.55,1.4,0,0,320.13,180.36,Low
PLCY104197,39,Male,Auto,26163.37,3.6,0,0,242.73,457.8,Low
PLCY104198,37,Male,Health,16994.21,11.8,0,0,208.3,340.64,Low
PLCY104199,43,Female,Auto,27342.74,4.7,0,0,622.72,394.86,Medium
PLCY104200,47,Female,Auto,,0.6,1,0,561.49,1048.82,Medium
PLCY104201,35,Male,Health,19412.79,3.9,1,0,250.44,500.5,Low
PLCY104202,38,Male,Property,24039.85,13.0,0,0,942.9,924.07,High
PLCY104203,22,Male,Auto,36300.6,3.8,5,0,351.69,600.02,Low
PLCY104204,62,Female,Property,73252.22,30.0,7,0,402.29,389.08,Low
PLCY104205,50,Male,Auto,12890.61,2.7,0,0,292.87,552.99,Low
PLCY104206,30,Female,Health,21501.16,1.4,0,0,359.45,211.21,Low
PLCY104207,41,Female,Auto,57159.16,,0,0,353.73,647.89,Low
PLCY104208,29,Female,Auto,15695.64,11.5,0,0,693.75,1350.07,Medium
PLCY104209,40,Male,Property,20920.39,8.8,0,0,275.5,502.04,Low
PLCY104210,51,Male,Health,61664.85,,0,0,339.23,413.54,Low
PLCY104211,29,Male,Auto,19860.02,0.5,0,0,544.22,909.74,Medium
PLCY104212,43,Female,Health,62142.88,4.5,2,0,374.52,263.1,Low
PLCY104213,31,Male,Auto,27487.77,2.9,2,0,633.47,381.67,Medium
PLCY104214,30,Male,Health,27438.62,6.9,0,0,573.47,842.49,Medium
PLCY104215,34,Female,Auto,31708.52,,1,0,284.12,514.67,Low
PLCY104216,35,Female,Auto,17423.85,5.8,5,0,572.72,675.44,Medium
PLCY104217,39,Male,Property,16380.91,3.4,0,0,311.32,413.24,Low
PLCY104218,28,Female,Auto,21553.22,15.4,0,0,596.37,918.96,Medium
PLCY104219,37,Female,Auto,44877.55,14.5,0,0,163.13,120.55,Low
PLCY104220,47,Male,Auto,18554.77,1.4,0,0,285.07,261.72,Low
PLCY104221,56,Female,Auto,29794.2,11.4,1,0,247.06,411.6,Low
PLCY104222,31,Male,Health,41000.99,9.1,0,0,631.25,1161.58,Medium
PLCY104223,40,Male,Health,17282.37,,0,1,627.21,2715.36,Medium
PLCY104224,23,Female,Health,25793.7,1.5,1,0,343.96,522.09,Low
PLCY104225,42,Female,Health,26117.32,0.9,0,0,263.89,318.23,Low
PLCY104226,38,Male,Auto,37244.25,1.5,0,0,522.8,482.68,Medium
PLCY104227,36,Male,Health,37561.01,9.7,2,0,627.23,1156.87,Medium
PLCY104228,18,Male,Health,20776.02,13.0,0,0,546.01,737.57,Medium
PLCY104229,31,Female,Auto,16885.86,6.0,0,0,559.05,375.04,Medium
PLCY104230,37,Female,Property,25182.41,1.2,2,0,641.01,1088.77,Medium
PLCY104231,42,Male,Auto,21501.91,2.5,0,0,334.14,454.85,Low
PLCY104232,35,Female,Auto,37544.94,30.0,1,0,341.78,674.76,Low
PLCY104233,27,Female,Health,28381.06,1.1,1,0,558.91,301.91,Medium
PLCY104234,46,Male,Health,14780.13,,0,0,285.04,318.11,Low
PLCY104235,38,Female,Health,9548.68,,0,0,335.43,481.76,Low
PLCY104236,37,Male,Auto,12660.84,0.2,0,0,521.25,428.02,Medium
PLCY104237,44,Male,Health,21933.67,3.4,0,0,252.07,442.49,Low
PLCY104238,36,Male,Health,17997.57,0.3,0,0,256.08,241.98,Low
PLCY104239,28,Female,Auto,12287.25,1.9,1,0,1003.69,583.44,High
PLCY104240,44,Female,Life,15693.04,5.7,1,0,304.19,603.61,Low
PLCY104241,34,Male,Health,14039.8,0.9,0,1,592.17,2349.96,Medium
PLCY104242,57,Female,Health,32615.55,3.2,0,0,382.86,290.16,Low
PLCY104243,38,Male,Health,44733.95,3.5,1,0,217.83,418.85,Low
PLCY104244,27,Female,Health,18830.98,8.4,3,0,308.94,259.5,Low
PLCY104245,36,Female,Life,12669.11,8.2,0,0,326.14,607.18,Low
PLCY104246,37,Male,Health,,3.6,0,0,324.38,386.84,Low
PLCY104247,38,Male,Health,13403.35,10.1,0,0,652.0,406.65,Medium
PLCY104248,53,Male,Auto,29417.85,0.5,0,0,180.18,332.42,Low
PLCY104249,48,Male,Life,17365.66,12.6,4,0,,335.84,Low
PLCY104250,43,Male,Auto,43453.74,1.1,2,0,319.39,616.87,Low
PLCY104251,58,Male,Health,22285.77,4.1,0,0,302.08,342.98,Low
PLCY104252,27,Other,Health,17411.15,2.6,1,0,339.84,246.47,Low
PLCY104253,32,Male,Health,30464.16,7.7,1,0,304.89,557.04,Low
PLCY104254,31,Male,Health,7071.12,12.3,0,0,933.43,1426.33,High
PLCY104255,29,Male,Health,38778.4,1.3,0,0,,167.67,Low
PLCY104256,46,Female,Auto,53515.6,9.0,0,1,1021.78,4834.08,High
PLCY104257,40,Male,Property,27331.34,24.7,0,0,229.13,376.65,Low
PLCY104258,55,Female,Health,14313.36,,0,1,610.43,2932.86,Medium
PLCY104259,37,Male,Property,22563.22,1.5,0,0,596.65,992.6,Medium
