,Customer_Age,Annual_Income,Vehicle_or_Property_Age,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Claim_Income_Ratio,Premium_Income_Ratio,High_Claim,Claim_Premium_Diff,Gender_Male,Gender_Other,Policy_Type_Health,Policy_Type_Life,Policy_Type_Property,Age_Group_Adult,Age_Group_Mid-Age,Age_Group_Senior,Risk_Score_Label
4453,40,20614.63,1.1,0,0,638.77,667.89,0.03239883519616893,0.03098624617565292,True,29.120000000000005,0,0,1,0,0,1,0,0,1
4454,20,19342.62,6.2,0,0,384.06,338.08,0.01747850084424964,0.019855634862288564,False,-45.98000000000002,1,0,0,1,0,0,0,0,0
4456,32,12461.16,9.6,0,0,294.6,204.09,0.01637809000125189,0.02364145874059879,False,-90.51000000000002,1,0,0,1,0,1,0,0,0
4457,33,33183.06,1.3,0,0,176.12,98.17,0.002958437226705434,0.005307527395002149,False,-77.95,1,0,0,1,0,1,0,0,0
4458,50,30371.65,6.9,0,0,358.71,292.64,0.009635301341876387,0.01181068529368671,False,-66.07,1,0,0,1,0,0,1,0,0
4459,60,30337.4,5.7,0,0,268.45,274.98,0.009064059543665575,0.008848813675529215,False,6.53000000000003,0,0,1,0,0,0,1,0,0
4461,52,13593.99,2.7,1,0,237.0,305.7,0.022487878834690916,0.01743417495525596,False,68.69999999999999,0,0,1,0,0,0,1,0,0
4462,65,13396.74,2.5,1,0,351.03,913.66,0.06820017407219965,0.026202643329645867,True,562.63,0,0,0,0,1,0,0,1,1
4463,18,39157.72,5.9,0,0,292.56,482.61,0.012324772739577279,0.007471323662358278,True,190.05,1,0,1,0,0,0,0,0,0
4464,42,21245.07,4.7,0,0,310.16,275.32,0.012959241838224115,0.014599151709078861,False,-34.84000000000003,1,0,1,0,0,0,1,0,0
4466,37,11115.4,12.5,0,0,245.82,180.27,0.016218039836623066,0.022115263508285802,False,-65.54999999999998,1,0,0,0,0,1,0,0,0
4471,45,23913.62,2.8,0,0,556.57,304.9,0.012750056244098551,0.023274184335119488,False,-251.67000000000007,0,0,0,1,0,0,1,0,1
4472,36,17847.9,8.0,0,0,639.22,1070.64,0.05998688921385709,0.03581485777038195,True,431.4200000000001,1,0,0,1,0,1,0,0,1
4474,43,41516.0,4.2,1,0,744.76,691.25,0.01665020714905097,0.0179391078138549,True,-53.50999999999999,1,0,0,1,0,0,1,0,1
4475,42,24611.92,8.6,0,0,534.32,1062.63,0.04317542069046219,0.021709805655145964,True,528.3100000000001,1,0,0,0,0,0,1,0,1
4476,65,15171.28,4.9,1,0,279.83,412.27,0.02717437157576684,0.018444719232655383,False,132.44,1,0,1,0,0,0,0,1,0
4477,54,17295.01,2.4,0,0,625.15,628.69,0.03635094746981934,0.036146264153648945,True,3.5400000000000773,0,0,1,0,0,0,1,0,1
4478,44,17235.02,13.6,0,0,325.48,610.44,0.03541858379044527,0.018884805471650164,True,284.96000000000004,0,0,0,0,1,0,1,0,0
4479,63,14705.56,1.3,1,0,293.39,476.65,0.03241291049099796,0.019950957324984562,True,183.26,0,0,0,0,1,0,0,1,0
4480,68,27126.66,6.0,0,0,351.03,644.7,0.023766287482498767,0.012940406227674176,True,293.6700000000001,0,0,0,0,0,0,0,1,0
4481,21,35190.99,0.2,0,0,197.94,297.08,0.008441933574474602,0.005624735195003039,False,99.13999999999999,1,0,1,0,0,0,0,0,0
4482,35,18431.62,8.7,0,0,255.43,241.51,0.013103026212562976,0.013858250115833552,False,-13.920000000000016,1,0,0,0,0,1,0,0,0
4484,31,21741.21,4.7,0,0,223.06,116.58,0.005362167055099509,0.010259778549583947,False,-106.48,1,0,1,0,0,1,0,0,0
4485,37,20172.54,10.2,0,0,340.6,563.87,0.027952355033129192,0.016884338809093947,True,223.26999999999998,0,0,1,0,0,1,0,0,0
4486,33,15283.74,4.9,1,1,365.13,1259.75,0.08242419721874358,0.02389009496366727,True,894.62,1,0,1,0,0,1,0,0,0
4491,35,20175.54,4.9,0,0,186.99,270.29,0.013396915274634533,0.009268153417454997,False,83.30000000000001,1,0,0,0,1,1,0,0,0
4493,33,37410.75,4.9,2,0,257.53,329.9,0.008818320937163783,0.006883850230214577,False,72.37,1,0,0,0,0,1,0,0,0
4495,40,16028.5,10.0,0,0,229.52,129.55,0.008082478085909475,0.014319493402377016,False,-99.97,0,0,0,0,0,1,0,0,0
4496,36,14287.15,2.2,0,0,358.14,219.18,0.015341058223648524,0.0250672807382858,False,-138.95999999999998,0,0,0,0,1,1,0,0,0
4498,45,24921.49,7.0,0,0,276.13,526.5,0.02112634517438564,0.011079995618239519,True,250.37,1,0,0,0,0,0,1,0,0
4499,18,15834.24,5.9,0,0,594.96,826.63,0.05220522109049756,0.03757426943130836,True,231.66999999999996,1,0,1,0,0,0,0,0,1
4500,48,25229.27,15.2,0,0,351.03,476.21,0.018875298413311203,0.013913601146604716,True,125.18,1,0,1,0,0,0,1,0,1
4501,21,24435.74,2.4,0,0,654.95,706.14,0.02889783571113459,0.02680295337894412,True,51.18999999999994,1,0,0,1,0,0,0,0,1
4502,44,30539.84,1.0,1,0,568.27,505.95,0.01656688443685363,0.018607497616228506,True,-62.31999999999999,1,0,0,0,0,0,1,0,1
4503,34,25052.75,2.3,0,0,349.23,651.69,0.02601271317520033,0.013939787049325922,True,302.46000000000004,0,0,0,1,0,1,0,0,0
4505,21,24528.58,4.4,0,0,220.45,269.47,0.010985960051499108,0.008987475018937091,False,49.02000000000004,1,0,1,0,0,0,0,0,0
4506,28,14629.1,2.1,2,0,415.05,665.42,0.0454860517735199,0.028371533450451496,True,250.36999999999995,1,0,1,0,0,1,0,0,0
4507,46,19471.71,5.7,0,0,309.12,573.4,0.02944785024016894,0.015875339145868545,True,264.28,1,0,1,0,0,0,1,0,0
4508,29,10270.51,9.4,0,0,313.92,212.1,0.02065136005904283,0.030565181281163253,False,-101.82000000000002,1,0,1,0,0,1,0,0,0
4509,42,49611.03,6.5,0,0,291.8,459.17,0.009255401470197253,0.005881756536802401,False,167.37,1,0,0,0,0,0,1,0,0
4510,41,29954.73,1.3,1,0,249.61,271.07,0.00904932209370607,0.008332907691039112,False,21.45999999999998,1,0,0,0,0,0,1,0,0
4511,31,29398.3,5.4,0,0,371.67,207.39,0.007054489545313844,0.012642567767523974,False,-164.28000000000003,0,0,1,0,0,1,0,0,0
4512,66,16022.01,11.5,0,0,305.81,430.7,0.026881770764092643,0.01908686862634588,False,124.88999999999999,0,0,0,0,0,0,0,1,0
4513,48,26336.88,4.9,0,0,534.02,773.02,0.029351236744823227,0.020276509594150862,True,239.0,0,0,0,0,0,0,1,0,1
4516,29,30959.87,7.9,2,0,380.12,501.8,0.01620807839309403,0.01227782933197071,True,121.68,0,0,0,0,1,1,0,0,0
4519,23,9100.77,3.3,0,0,340.34,421.13,0.04627410647670471,0.03739683565236787,False,80.79000000000002,1,0,1,0,0,0,0,0,0
4520,41,22263.24,4.5,2,0,351.03,502.35,0.022564101182038193,0.015767246815827342,True,151.32000000000005,1,0,0,0,0,0,1,0,0
4522,18,33189.07,6.3,1,0,426.29,261.58,0.007881510388811738,0.012844288797486643,False,-164.71000000000004,0,0,0,0,0,0,0,0,0
4523,43,47126.38,2.1,0,0,261.03,488.77,0.010371473471970476,0.0055389359420350125,True,227.74,1,0,0,0,0,0,1,0,0
4524,41,28455.07,7.1,0,0,332.62,278.97,0.009803876778373768,0.011689305280218956,False,-53.64999999999998,1,0,1,0,0,0,1,0,0
4525,27,7478.45,4.9,1,0,662.03,1126.78,0.15067025921146762,0.08852502858212598,True,464.75,0,0,0,0,0,1,0,0,1
4526,39,13706.43,0.3,2,0,444.08,634.85,0.04631767717779174,0.032399392110126414,True,190.77000000000004,0,0,0,0,0,1,0,0,0
4527,44,14154.57,13.3,2,0,441.39,747.23,0.05279072412655418,0.03118356827512245,True,305.84000000000003,0,0,0,0,0,0,1,0,0
4528,18,8975.31,1.0,0,1,276.18,1138.89,0.1268914388472376,0.03077108200162446,True,862.71,0,1,0,0,0,0,0,0,0
4529,18,44055.35,12.8,0,0,260.45,367.37,0.00833882831483577,0.0059118813038598035,False,106.92000000000002,1,0,0,0,1,0,0,0,0
4530,48,12178.72,1.8,2,0,648.83,1163.09,0.09550182613607998,0.05327571370390321,True,514.2599999999999,0,0,0,1,0,0,1,0,1
4531,45,30492.62,3.0,0,0,267.45,510.35,0.016736836650966695,0.008770974747332305,True,242.90000000000003,0,0,1,0,0,0,1,0,0
4532,23,8899.31,13.3,2,0,619.62,971.31,0.10914441681433729,0.06962562266063324,True,351.68999999999994,1,0,0,1,0,0,0,0,1
4534,52,28744.03,1.8,0,0,357.63,232.65,0.008093854619550565,0.012441887932902938,False,-124.97999999999999,1,0,1,0,0,0,1,0,0
4538,41,14047.81,0.2,2,0,644.79,385.19,0.02741993235956352,0.04589968116026626,False,-259.59999999999997,0,0,1,0,0,0,1,0,1
4539,35,47666.29,8.8,0,0,333.36,629.51,0.013206607856411732,0.006993621697849781,True,296.15,1,0,0,0,0,1,0,0,0
4540,51,37641.88,17.2,1,0,246.1,159.33,0.00423278539754125,0.006537930624081476,False,-86.76999999999998,1,0,1,0,0,0,1,0,0
4541,41,33933.52,4.9,1,0,638.56,790.19,0.023286414141533214,0.018817971138862105,True,151.6300000000001,1,0,1,0,0,0,1,0,1
4542,43,24513.96,4.6,1,0,314.34,176.28,0.007191004635725929,0.01282289764689181,False,-138.05999999999997,1,0,0,0,0,0,1,0,0
4546,39,16044.98,1.0,0,0,689.94,1370.4,0.08540989144268177,0.0430003652232661,True,680.46,0,0,0,0,0,1,0,0,1
4547,42,15637.4,10.7,0,0,251.32,467.41,0.029890518884213492,0.016071725478660134,False,216.09000000000003,0,0,0,0,0,0,1,0,0
4548,35,33260.16,15.0,2,0,323.41,453.75,0.013642447901633666,0.00972364534626412,False,130.33999999999997,1,0,0,0,1,1,0,0,0
4549,56,26338.98,12.8,2,0,289.74,188.59,0.007160110224465792,0.011000425984605327,False,-101.15,1,0,0,1,0,0,1,0,0
4551,20,35619.64,0.1,0,0,598.92,746.26,0.0209508012995078,0.0168143192912674,True,147.34000000000003,1,0,1,0,0,0,0,0,1
4552,41,7295.43,1.5,0,0,271.84,513.26,0.07035363234243903,0.03726168299880884,True,241.42000000000002,1,0,0,0,1,0,1,0,0
4553,62,42849.68,8.4,0,0,279.0,151.95,0.0035461174972601893,0.0065111338054333195,False,-127.05000000000001,0,0,1,0,0,0,0,1,0
4554,18,41244.59,6.7,0,0,318.43,196.32,0.004759896994975584,0.0077205277104221435,False,-122.11000000000001,1,0,1,0,0,0,0,0,0
4557,25,21921.825,5.0,1,0,297.16,275.71,0.012576963824864033,0.013555440753678127,False,-21.450000000000045,0,0,0,0,0,0,0,0,0
4558,26,32508.42,0.3,1,0,301.22,514.05,0.01581282633853014,0.00926590710960422,True,212.82999999999993,0,1,0,0,0,1,0,0,0
4559,45,22856.12,1.2,0,1,298.4,1169.72,0.051177540194923724,0.013055584237394623,True,871.32,0,0,1,0,0,0,1,0,0
4560,67,21921.825,0.6,0,0,248.75,469.53,0.021418380997020092,0.01134713920944082,False,220.77999999999997,0,0,0,0,0,0,0,1,0
4561,29,21921.825,2.7,0,0,312.81,190.52,0.008690882260030815,0.014269341170272091,False,-122.28999999999999,0,0,1,0,0,1,0,0,0
4562,48,16851.07,0.4,0,0,539.79,554.46,0.032903548558044095,0.03203298069499444,True,14.670000000000073,0,0,1,0,0,0,1,0,1
4564,38,40787.76,3.9,1,0,380.33,525.17,0.01287567642841872,0.009324611108822841,True,144.83999999999997,0,0,0,0,0,1,0,0,0
4565,58,32361.24,3.6,0,0,351.03,396.14,0.012241187296902096,0.010847235767232651,False,45.110000000000014,1,0,0,1,0,0,1,0,0
4566,48,41192.45,10.1,0,0,643.29,386.85,0.009391284082398596,0.015616696749040176,False,-256.43999999999994,1,0,1,0,0,0,1,0,1
4567,47,16908.91,3.3,1,0,635.64,695.59,0.04113748313758841,0.03759201509736582,True,59.950000000000045,0,0,0,0,0,0,1,0,1
4569,35,21741.27,3.5,0,0,267.6,458.24,0.021076965605045152,0.012308388608393162,False,190.64,1,0,1,0,0,1,0,0,0
4570,39,11102.02,8.1,0,0,280.98,379.41,0.03417486187198366,0.025308907748319676,False,98.43,0,0,0,1,0,1,0,0,0
4571,20,29500.2,4.9,0,0,326.06,315.33,0.010689080074033396,0.011052806421651379,False,-10.730000000000018,1,0,0,1,0,0,0,0,0
4572,39,13149.25,2.3,0,0,625.71,1185.25,0.09013822081107288,0.04758522349183414,True,559.54,0,0,0,0,0,1,0,0,1
4573,41,48372.72,2.1,0,0,624.56,713.99,0.01476017887768147,0.01291140957134517,True,89.43000000000006,0,0,0,0,0,0,1,0,1
4574,36,25481.78,1.3,0,0,347.76,431.13,0.01691914772044967,0.013647398258677376,False,83.37,1,0,1,0,0,1,0,0,0
4576,42,23535.28,2.9,0,0,273.75,374.05,0.015893161245585354,0.011631474110356877,False,100.30000000000001,0,0,1,0,0,0,1,0,0
4577,28,8074.93,2.8,1,0,254.17,165.49,0.0204942953065847,0.03147643385143896,False,-88.67999999999998,0,0,0,1,0,1,0,0,0
4578,43,25941.55,14.6,0,0,579.77,324.75,0.012518527227555793,0.022349088624234095,False,-255.01999999999998,1,0,0,0,0,0,1,0,1
4580,37,30376.71,4.9,0,1,282.47,632.1,0.02080870509018258,0.009298900374662036,True,349.63,1,0,0,0,0,1,0,0,0
4581,30,13733.62,1.5,0,0,279.08,470.52,0.03426044990323017,0.02032093504844316,True,191.44,1,0,0,1,0,1,0,0,0
4582,69,8611.07,5.5,1,0,366.81,716.87,0.08324981680557701,0.0425974936912602,True,350.06,1,0,0,0,0,0,0,1,0
4585,34,21921.825,3.7,0,0,299.34,477.38,0.021776471621318023,0.013654885028960864,True,178.04000000000002,0,0,1,0,0,1,0,0,0
4587,18,19272.3,8.1,0,0,933.68,849.21,0.044063759904111086,0.04844673443231996,True,-84.46999999999991,1,0,0,0,0,0,0,0,2
4588,52,17550.27,8.8,2,0,625.91,317.11,0.01806866788943988,0.03566383878994454,False,-308.79999999999995,1,0,0,0,0,0,1,0,1
4590,29,38268.34,14.5,0,0,544.2,679.6,0.017758805320533894,0.014220632512411045,True,135.39999999999998,0,0,1,0,0,1,0,0,1
4591,21,20595.07,8.3,0,0,351.03,538.73,0.026158201938619292,0.017044370327461863,True,187.70000000000005,1,0,0,1,0,0,0,0,0
4592,18,21921.825,5.8,1,0,597.48,835.69,0.03812136991331698,0.027255030089876186,True,238.21000000000004,0,0,1,0,0,0,0,0,1
4593,37,22313.18,2.8,0,1,293.12,714.89,0.0320389115312116,0.01313663045787288,True,421.77,1,0,0,0,0,1,0,0,0
4594,39,18535.91,4.0,0,0,270.08,233.21,0.01258152418737467,0.014570636132782259,False,-36.869999999999976,1,0,0,0,0,1,0,0,0
4595,37,22848.57,0.9,1,0,351.03,417.85,0.0182877965666998,0.015363324706972908,False,66.82000000000005,0,0,0,1,0,1,0,0,0
4599,33,16509.99,1.8,0,0,323.68,480.02,0.029074517913093827,0.019605099700242094,True,156.33999999999997,0,0,1,0,0,1,0,0,0
4600,18,11676.71,13.4,0,0,291.7,552.01,0.047274446312360247,0.02498135176774965,True,260.31,1,0,0,1,0,0,0,0,0
4602,45,25769.74,3.2,0,0,351.03,344.17,0.013355586823926046,0.013621790518647063,False,-6.859999999999957,1,0,0,0,0,0,1,0,0
4604,40,15228.71,4.9,0,0,1013.26,510.84,0.033544535288937805,0.06653616754143982,True,-502.42,0,0,0,0,0,1,0,0,2
4605,56,23135.03,8.2,1,0,596.79,966.14,0.041760914077051126,0.0257959466661595,True,369.35,1,0,1,0,0,0,1,0,1
4606,35,22387.89,8.5,1,0,599.61,699.44,0.03124189014686065,0.026782783013495244,True,99.83000000000004,1,0,0,0,1,1,0,0,1
4607,37,14294.2,2.1,0,0,255.5,295.5,0.020672720404079976,0.017874382616725665,False,40.0,1,0,1,0,0,1,0,0,0
4608,36,21078.88,4.9,1,0,225.6,159.96,0.007588638485536234,0.010702655928588236,False,-65.63999999999999,0,0,1,0,0,1,0,0,0
4609,46,9722.71,4.9,0,0,226.17,185.79,0.019108869852129704,0.0232620329105774,False,-40.379999999999995,0,0,0,0,0,0,1,0,0
4610,25,47723.03,4.9,0,0,348.05,307.22,0.006437562744863435,0.007293124514516367,False,-40.829999999999984,1,0,1,0,0,0,0,0,0
4611,45,33294.15,2.1,1,0,287.08,464.76,0.013959209050238555,0.00862253579082211,False,177.68,0,0,1,0,0,0,1,0,0
4612,66,19349.74,10.2,0,0,339.5,458.78,0.023709879305871807,0.017545455391131868,False,119.27999999999997,1,0,0,1,0,0,0,1,0
4613,37,13614.17,5.7,0,0,679.62,462.36,0.03396167375609384,0.04992004653974499,False,-217.26,1,0,1,0,0,1,0,0,1
4614,44,32955.25,17.6,0,0,329.69,392.45,0.011908572989129198,0.01000417232459168,False,62.75999999999999,0,0,1,0,0,0,1,0,0
4615,35,17052.8,0.1,0,0,1040.49,935.88,0.05488130981422406,0.06101578626383937,True,-104.61000000000001,1,0,1,0,0,1,0,0,2
4616,33,26466.23,2.6,0,0,352.0,413.72,0.0156319959435099,0.013299967543545115,False,61.72000000000003,1,0,0,0,0,1,0,0,0
4617,51,19267.16,4.9,0,0,591.07,934.25,0.048489242835996586,0.03067758818632326,True,343.17999999999995,0,0,0,0,0,0,1,0,1
4618,25,28341.9,3.1,0,0,212.96,249.17,0.008791577134913325,0.007513963425176152,False,36.20999999999998,0,0,0,0,0,0,0,0,0
4620,49,22267.78,1.7,1,0,268.43,239.09,0.010737037998399483,0.012054636789118629,False,-29.340000000000003,1,0,1,0,0,0,1,0,0
4623,24,49746.55,4.9,0,0,305.35,407.31,0.008187703468883771,0.0061381141003748,False,101.95999999999998,1,0,0,0,0,0,0,0,0
4625,29,31217.23,6.8,0,0,288.11,474.72,0.01520698665448536,0.009229198106302194,True,186.61,0,1,0,0,0,1,0,0,0
4626,18,30303.73,7.8,0,0,383.12,498.25,0.01644187035721345,0.012642668080794015,True,115.13,1,0,0,0,1,0,0,0,0
4627,40,30360.13,10.6,0,0,530.91,403.93,0.013304620237133372,0.017487079271399694,False,-126.97999999999996,0,0,0,1,0,1,0,0,1
4628,35,11263.36,4.9,0,0,956.23,734.26,0.06519013864424114,0.08489740184101369,True,-221.97000000000003,1,0,0,1,0,1,0,0,2
4629,50,17739.19,9.7,0,0,609.47,980.48,0.0552719712681357,0.03435726208468369,True,371.01,0,0,0,0,0,0,1,0,1
4633,42,13798.58,2.3,0,0,622.48,748.68,0.05425775695759998,0.04511188832474066,True,126.19999999999993,1,0,0,0,0,0,1,0,1
4634,25,25329.36,3.0,0,0,348.96,182.53,0.007206261824222957,0.013776897639735074,False,-166.42999999999998,0,0,1,0,0,0,0,0,0
4636,60,7318.36,2.5,0,0,277.06,148.62,0.020307828529889212,0.03785820866970196,False,-128.44,1,0,0,0,0,0,1,0,0
4637,32,25888.81,5.6,0,0,393.04,469.89,0.01815031281854979,0.015181848837393453,True,76.84999999999997,1,0,1,0,0,1,0,0,0
4638,45,32144.21,5.1,1,0,633.36,722.1,0.022464387832209907,0.01970370402632387,True,88.74000000000001,1,0,0,1,0,0,1,0,1
4640,30,20218.37,1.3,0,0,334.12,625.01,0.03091297666429094,0.016525565611866834,True,290.89,1,0,0,1,0,1,0,0,0
4641,42,15901.37,10.8,2,0,318.73,254.42,0.015999879255686772,0.02004418487212108,False,-64.31000000000003,0,0,1,0,0,0,1,0,0
4643,37,17501.09,4.9,0,0,381.85,267.14,0.015264192116033914,0.021818641010359928,False,-114.71000000000004,0,0,1,0,0,1,0,0,0
4644,47,21519.41,4.9,0,0,316.7,185.87,0.008637318588195494,0.014716946235979517,False,-130.82999999999998,0,0,0,1,0,0,1,0,0
4646,18,13745.46,5.8,1,0,240.1,190.2,0.013837296096311073,0.017467585661010983,False,-49.900000000000006,0,0,1,0,0,0,0,0,0
4648,33,34904.59,16.3,0,0,994.08,1290.46,0.03697106884796527,0.02847992198160758,True,296.38,0,0,0,1,0,1,0,0,2
4649,40,15269.92,4.9,1,0,351.03,279.54,0.018306579209321334,0.022988332617328706,False,-71.48999999999995,0,0,0,1,0,1,0,0,0
4651,42,19061.65,4.5,1,0,305.92,234.32,0.012292744856819844,0.016048977921638473,False,-71.60000000000002,1,0,0,0,0,0,1,0,0
4652,50,18309.93,4.9,0,0,363.3,297.74,0.016261121697352204,0.019841692458682256,False,-65.56,1,0,0,0,0,0,1,0,0
4654,18,8841.1,0.6,0,0,597.46,594.81,0.06727782741966497,0.06757756387779801,True,-2.650000000000091,0,1,1,0,0,0,0,0,1
4656,18,17181.34,1.5,0,0,633.72,629.34,0.036629273386127044,0.03688420111586174,True,-4.3799999999999955,1,0,1,0,0,0,0,0,1
4657,35,17730.57,13.5,0,0,314.32,419.95,0.023685081754280884,0.017727574466021113,False,105.63,0,0,1,0,0,1,0,0,0
4659,41,9511.19,2.9,0,0,273.55,479.55,0.050419558435905495,0.02876085957698248,True,206.0,0,0,0,0,0,0,1,0,0
4660,44,9951.05,4.2,0,0,231.96,231.45,0.023258852080936185,0.023310102953959636,False,-0.5100000000000193,1,0,0,1,0,0,1,0,0
4661,29,14720.63,4.4,0,0,225.53,343.0,0.023300633193008725,0.015320675813467223,False,117.47,1,0,0,0,0,1,0,0,0
4663,18,16407.08,4.9,2,0,312.67,173.87,0.010597254356046292,0.0190570168488238,False,-138.8,0,0,1,0,0,0,0,0,0
4664,21,18439.66,2.3,0,0,311.85,429.86,0.023311709651913322,0.016911917031008167,False,118.00999999999999,1,0,0,0,0,0,0,0,0
4665,31,20999.75,4.9,0,0,954.11,1264.89,0.06023357420921678,0.04543435040893344,True,310.7800000000001,0,0,0,0,0,1,0,0,2
4666,22,13917.6,2.0,0,0,301.86,172.37,0.012385037650169569,0.0216890843248836,False,-129.49,0,0,0,0,0,0,0,0,0
4668,35,9811.21,5.8,0,0,306.87,547.26,0.05577905273661455,0.03127748769010143,True,240.39,1,0,0,0,0,1,0,0,0
4669,43,45847.29,6.7,0,0,537.38,700.59,0.01528094681277781,0.011721085368404544,True,163.21000000000004,1,0,0,0,0,0,1,0,1
4670,26,14071.99,12.4,0,0,351.03,485.31,0.03448765952789904,0.02494529913679586,True,134.28000000000003,0,0,1,0,0,1,0,0,0
4671,44,32992.67,18.7,0,0,294.91,291.13,0.008824081227739373,0.008938652130912716,False,-3.7800000000000296,0,0,0,1,0,0,1,0,0
4672,39,44237.52,0.3,1,0,261.41,481.86,0.010892563597597696,0.005909237226679977,True,220.45,0,0,0,1,0,1,0,0,0
4673,48,37633.74,7.0,1,0,278.48,467.63,0.012425817896387657,0.007399742890289406,False,189.14999999999998,1,0,0,0,0,0,1,0,0
4674,61,22719.14,5.9,0,0,341.47,536.26,0.023603886414714642,0.015030058356082142,True,194.78999999999996,1,0,0,0,0,0,0,1,0
4675,54,28819.85,12.3,2,0,573.51,1088.38,0.037764943259593654,0.019899825987990918,True,514.8700000000001,0,0,0,0,0,0,1,0,1
4676,44,15323.04,4.9,0,0,597.63,1054.83,0.06883947310716411,0.03900205181217304,True,457.19999999999993,1,0,1,0,0,0,1,0,1
4677,42,17901.93,4.9,2,0,352.58,601.62,0.03360643237907868,0.019695083155838504,True,249.04000000000002,1,0,0,1,0,0,1,0,0
4678,41,41027.13,1.4,1,0,607.14,670.56,0.016344306803814938,0.014798500406925857,True,63.41999999999996,0,1,0,0,1,0,1,0,1
4679,27,32011.91,3.5,0,0,280.45,495.13,0.015467055855148912,0.008760801839065522,True,214.68,1,0,0,1,0,1,0,0,0
4680,42,23352.76,2.5,2,0,591.4,904.76,0.03874317211327483,0.025324629722568125,True,313.36,0,0,0,0,1,0,1,0,1
4681,60,40156.93,2.0,1,0,298.93,277.61,0.006913128070298203,0.007444045149865789,False,-21.319999999999993,1,0,1,0,0,0,1,0,0
4683,21,16173.72,1.5,0,1,351.03,925.23,0.057205763423627966,0.021703726786416484,True,574.2,1,0,1,0,0,0,0,0,0
4685,34,16131.35,12.2,2,1,614.05,1120.69,0.06947279675910571,0.038065629968973454,True,506.6400000000001,0,0,1,0,0,1,0,0,1
4686,51,29484.56,0.7,0,0,509.17,718.39,0.024364955759896025,0.017269038439101686,True,209.21999999999997,1,0,0,1,0,0,1,0,1
4687,58,18055.4,2.2,0,0,278.03,438.74,0.024299655504724346,0.015398717281256575,False,160.71000000000004,0,0,1,0,0,0,1,0,0
4688,47,25053.79,5.9,0,0,289.61,353.41,0.014106049424059195,0.011559528518439725,False,63.80000000000001,0,0,1,0,0,0,1,0,0
4689,38,18166.46,5.4,0,0,649.33,518.56,0.028544911887071006,0.03574334240132641,True,-130.7700000000001,0,0,0,0,1,1,0,0,1
4690,41,13478.64,2.7,0,0,612.74,998.21,0.07405865873708327,0.04546007609076287,True,385.47,1,0,0,0,0,0,1,0,1
4692,26,41144.21,3.5,0,0,228.8,440.42,0.01070430079955357,0.005560928256977106,False,211.62,0,0,0,0,0,1,0,0,0
4694,26,14538.98,4.9,0,0,231.19,440.09,0.030269661282978585,0.015901390606493714,False,208.89999999999998,1,0,1,0,0,1,0,0,0
4695,38,22030.86,4.1,0,0,200.97,305.27,0.013856472239395103,0.009122204035611864,False,104.29999999999998,1,0,0,1,0,1,0,0,0
4696,35,50285.11,16.8,1,0,296.73,420.92,0.008370668772525307,0.00590095159382171,False,124.19,1,0,0,1,0,1,0,0,0
4697,44,31289.56,4.9,0,0,322.98,353.18,0.011287470964756295,0.010322292803094707,False,30.19999999999999,1,0,0,0,0,0,1,0,0
4698,18,14429.92,3.5,1,0,488.98,854.33,0.05920545644050695,0.033886535753489974,True,365.35,1,0,1,0,0,0,0,0,1
4699,31,10387.71,14.3,0,0,303.32,245.21,0.023605780292287715,0.029199891025067124,False,-58.109999999999985,1,0,1,0,0,1,0,0,0
4700,24,14763.58,1.6,0,0,627.69,318.96,0.021604515977831935,0.042516110591062604,False,-308.7300000000001,1,0,1,0,0,0,0,0,1
4701,46,36816.74,0.8,0,0,297.82,182.55,0.004958342319281936,0.008089255050827422,False,-115.26999999999998,0,0,0,1,0,0,1,0,0
4702,31,30539.24,13.2,0,0,238.58,236.61,0.007747737009827357,0.007812244181584087,False,-1.9699999999999989,0,0,0,0,1,1,0,0,0
4703,40,30490.51,4.9,1,0,292.39,405.51,0.013299547957708808,0.009589541139193802,False,113.12,0,0,1,0,0,1,0,0,0
4704,18,12896.04,4.9,2,0,588.1,913.63,0.07084577901433307,0.04560314639222583,True,325.53,0,1,1,0,0,0,0,0,1
4705,30,12653.82,3.0,0,0,578.37,701.33,0.055424369874077554,0.04570714614242972,True,122.96000000000004,1,0,1,0,0,1,0,0,1
4707,44,16553.48,9.7,0,0,317.99,631.41,0.038143641095407126,0.019209857987565155,True,313.41999999999996,1,0,1,0,0,0,1,0,0
4708,53,27606.56,6.4,2,0,357.55,407.55,0.01476279550947311,0.012951631786068238,False,50.0,0,0,0,1,0,0,1,0,0
4709,35,8784.57,8.5,0,0,674.0,1138.75,0.12963070474707356,0.07672544017521632,True,464.75,1,0,0,0,0,1,0,0,1
4710,45,35323.38,3.7,0,0,264.9,316.28,0.008953843035406011,0.007499282345007754,False,51.379999999999995,1,0,0,0,1,0,1,0,0
4711,34,26313.14,6.3,0,0,227.38,373.06,0.014177707411582198,0.008641310007091514,False,145.68,1,0,1,0,0,1,0,0,0
4712,51,22526.63,1.2,0,0,307.01,377.31,0.016749509358479273,0.013628758496055556,False,70.30000000000001,1,0,0,1,0,0,1,0,0
4713,66,17580.02,1.0,0,0,433.04,836.32,0.047572187062358294,0.024632508950501765,True,403.28000000000003,1,0,0,0,0,0,0,1,0
4714,40,26078.29,6.5,0,0,285.67,348.18,0.01335133553618738,0.01095432254185378,False,62.50999999999999,1,0,0,0,0,1,0,0,0
